,Link,Name,Comment,Rate
18,https://www.thegioididong.com/laptop/dell-inspiron-3576-p63f002n76f,Laptop Dell Inspiron 3576 i5 8250U/4GB/1TB/Win10/(P63F002N76F),Sp khá tốt .Màn hình chưa đc đẹp mặc dù full hd nhưng tấm nền TN nên cho trải nghiệm ko đc tốt lắm . Thiết kế nhìn ổn với sv thì ko đòi hỏi nhiều . Máy hơi chậm tí do ổ hdd ai có gửi qua hãng thay ổ ssd rồi cho mình xin giá với-_-,4.0
19,https://www.thegioididong.com/laptop/dell-inspiron-3576-p63f002n76f,Laptop Dell Inspiron 3576 i5 8250U/4GB/1TB/Win10/(P63F002N76F),"Sản phẩm thiết kế đẹp, cấu hình mượt, bàn phím có độ nảy mình không hài lòng lắm",4.0
20,https://www.thegioididong.com/laptop/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t,Laptop Asus VivoBook X507UF i5 8250U/4GB/1TB/MX130/Win10 (EJ121T),Máy khởi động cực nhanh. Nhưng mình thấy nó mở word hay excel gì đó cực chậm phát bực. Không biết đem lại tgdd làm cho máy chạy nhanh dc không nữa haizz,3.0
21,https://www.thegioididong.com/laptop/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t,Laptop Asus VivoBook X507UF i5 8250U/4GB/1TB/MX130/Win10 (EJ121T),máy mua được một tuận mở exel chậm chạy vài mục trên côccoc với thêm pubg mobi hay phần mềm nào đấy ở ngoài là lag ngay đơ đen cả màn hình,1.0
22,https://www.thegioididong.com/laptop/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t,Laptop Asus VivoBook X507UF i5 8250U/4GB/1TB/MX130/Win10 (EJ121T),"mua máy khoản chưa được 1 tuần, khá thất vọng về sản phẩm, hay bị treo máy, card màn hình rời 2GB mà sao đứng máy khi sử dụng word exel web... phải nhất power để tắt máy.",1.0
23,https://www.thegioididong.com/laptop/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t,Laptop Asus VivoBook X507UF i5 8250U/4GB/1TB/MX130/Win10 (EJ121T),Máy sài ngon có màn hình 15.6 full HD xem phim sắc nét đặc biệt là có cảm biến vân tay cho việc thao tác mở khoá nhanh chóng và tiện lợi.chơi game tốt có card rời rất hài lòng,5.0
24,https://www.thegioididong.com/laptop/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t,Laptop Asus VivoBook X507UF i5 8250U/4GB/1TB/MX130/Win10 (EJ121T),Mới mua về thấy máy xài rất ok máy hoạt động rất tốt và nhân viên rất nhiệt tình...không biêt thơi gian sau máy hoạt động như thế nào...minh se cho 5***** trên sản phẩm này,5.0
25,https://www.thegioididong.com/laptop/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t,Laptop Asus VivoBook X507UF i5 8250U/4GB/1TB/MX130/Win10 (EJ121T),"Máy hoạt động rất tốt, nâng thêm SSD với cây ram nữa là bao ngon, chỉ điều là không có đèn bàn phím nên làm việc vào buổi tối khá khó....À! cái này mình góp ý nhẹ bên TGDĐ, máy mới sử dụng win bản quyền, mấy bạn fix lỗi full disk là tốt nhưng mà lại chặn update win làm cho máy không thể sử dụng hết tài nguyên ví dụ điển hình là khi chặn update thì Microsoft Store không cho tải ứng dụng về, theo kinh nghiệm sử dụng win 10 từ lúc mới phát hành đến nay thì càng up win thì máy càng mượt (hồi đó mình xài con HP i5 2th)",5.0
26,https://www.thegioididong.com/laptop/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t,Laptop Asus VivoBook X507UF i5 8250U/4GB/1TB/MX130/Win10 (EJ121T),"Mới mua lúc đầu khởi động hơi lâu, nhưng 3-4 lần sau khởi động rất nhanh mặc dù là ổ HDD, nếu nâng lên SSD + 8GB ram nữa thì khỏi chê, rất hài lòng!!",5.0
27,https://www.thegioididong.com/laptop/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t,Laptop Asus VivoBook X507UF i5 8250U/4GB/1TB/MX130/Win10 (EJ121T),"cập nhật cực lâu và khiến máy cực đơ, phát bực mình, trong lúc cập nhật phiên bản thì không dùng được cả cốc cốc",1.0
28,https://www.thegioididong.com/laptop/asus-x507uf-i5-8250u-4gb-1tb-2gb-mx130-ej121t,Laptop Asus VivoBook X507UF i5 8250U/4GB/1TB/MX130/Win10 (EJ121T),có ai thấy loa nó hơi bé ko sonic master nghe khá hay nhưng loa bé thiệt đó. ncl máy k nâng cấp cũng khá chậm nên nâng ram và ssd,4.0
29,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"máy sử dụng rất tốt , sài rất mượt , pin thì dùng được khoảng 4-5 tiếng tùy theo cách bạn dùng . Nói chung là một chiếc máy tốt cho sinh viên.",5.0
30,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),Nhân viên tận tình máy hơi mau hết pin mượt mà đẹp. Máy ưng í. Gửi hàng hơi lâu. Nói chung máy đẹp,5.0
31,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),Mới nhận máy lúc chiều xài ngon phần cứng ok có intel optane thích hợp cho sinh viên,5.0
32,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),vừa mua hôm qua hơi lag tí nâng ram 8g là ok màn hình đẹp tràn viền phù hợp cho học sinh sinh viên,4.0
33,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),Em có mua một máy laptop này ở tgdd mà giờ nó bị lỗi disk 100% hoài e đem ra cửa hàng tgdd gần nhất sửa mấy lần r không được giờ em muốn hạ xuống win7 cho nó hết lỗi đó cửa hàng có hỗ trợ k ạ,3.0
34,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Mình dùng trong 2 tuần máy chạy ổn, không có lỗi lầm gì cả, màn hình full HD có viền siêu mỏng coi phim rất đã, vỏ kim loại cứng cáp, 5 sao cho e nó.",5.0
35,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"pin đủ để đi học 1 ngày, chủ yếu là đánh máy nên nhu cầu cũng quá tốt rồi, giá thành phù hợp với sinh viên",5.0
36,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"mua về để học nhưng đêm ra chơi thử LOL thì vẫn khá ok, FPS ổn định, vẫn rất mượt mà nha",5.0
37,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"dòng mới của asus luôn trang bị đèn bàn phím, một tính năng tốt cần có trên máy tinh",5.0
38,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"kiểu dáng gọn nhẹ, tiện lợi, dùm máy lớn 15"", nhưng bỏ balo mang đi làm hay cf ko quá lơn",5.0
39,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"máy dùng ok, pin ổn, xem film giải trí rất đã do viền màn hình làm siêu mỏng, đôh phân giải cao",5.0
40,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"giá máy phù hợp với sinh viên, thiết kế đẹp, hiện đại và sang trọng, cấu hình ổn trong tầm giá",5.0
41,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Trọng lượng khá nhẹ chỉ 1.8 kg phù hợp việc mang vác hằng ngày đến công sở, lớp học của sinh viên, nhân viên văn phòng.",5.0
42,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"máy nhẹ, chắc chắn. Bắt wifi khỏe, hiệu năng chạy mượt mà đáp ứng nhu cầu công việc pts của tôi khá tốt. Hài lòng về máy",5.0
43,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Trải nghiệm xem phim lướt web em này khá đã. Màn hình đẹp, màu sắc hiển thị cực chuẩn. Xử lý đồ họa cũng tốt luôn",5.0
44,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"dùng được 1 thời gian rồi mà máy vẫn chạy nhanh, êm như lúc mới mua vậy. Cấu hình mạnh, làm các công việc văn phòng hay học tập chạy vô tư",5.0
45,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Máy nhẹ so với những dòng máy khác và mang đi đâu cũng thấy tiện. Sài đồ họa chạy vèo vèo, mượt mà. Chưa có bất kì lỗi gì cả",5.0
46,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Sài cũng ngon. Máy có thể nâng cấp thêm RAM và SSD về sau là thích rồi, dòng phổ thông mà nhìn sang chảnh ghê",5.0
47,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Con này được cái màn hình to, đẹp. Chạy các công việc văn phòng khá tốt, mang đi làm gọn gàng. Hài lòng khi sài máy này",5.0
48,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Bản lề chắc chắn, nâng máy tản nhiệt tốt, loa nghe nhạc cũng to rõ ràng. Pin trâu. Nói chung là rất ưng ý",4.0
49,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"định là mua máy của HP dùng nhưng nhìn qua thấy con S530 này ưng ý hơn, nhất là cái thiết kế mỏng,gọn, bản lề nâng lên nhìn thấy hay hay. Sản phẩm tốt trong tầm giá",5.0
50,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Thiết kế sang trọng, giá lại tốt có nhiều tính năng hay như những dòng máy cao cấp vậy. Đồ họa tốt đối với sinh viên như mình",5.0
51,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Ngoại hình kìm loại, khá chắc chắn. Máy khởi động nhanh chơi game f04 chạy mượt, rất thích máy",5.0
52,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Dùng cũng được 1 tháng rồi, cấu hình mạnh, chạy êm. Máy có bản lề nâng lên trông hơi khác lạ. Xài không thấy nóng gì cả",5.0
53,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),Phục vụ tốt nhu cầu làm việc và giải trí. Thời lượng pin khá lâu và có bản lề làm máy chạy mát mẻ hơn,5.0
54,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Kiểu dáng nhìn rất sang. Màn hình đẹp, chỉ sử dụng lướt web hay đọc báo thì pin dùng được khoảng 4 tiếng. Rất hài lòng khi mua máy này",5.0
55,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Mở máy bằng vân tay siêu nhạy. Chạy ứng dụng mượt, coi phim đẹp, sài lâu không nóng máy. Nói chung là good",4.0
56,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Vân tay 1 chạm của máy cực nhạy, chạm 1 lần là mở khóa ngay, nhanh lắm. Có hỗ trợ đèn bàn phím cũng làm việc cũng tiện",5.0
57,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Máy đẹp quá, màu sắc trẻ trung, rất hợp với mình. Bắt wifi khỏe, lại có chế độ bảo hành 2 năm khá thích",4.0
58,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Thật tuyệt vời khi mua máy này. Khởi động nhanh, màn hình 15,6in như nhìn không to gì cả, gọn gàng lắm. Nói chung là chạy mượt mà, mát mẻ",5.0
59,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Rất hài lòng về sản phẩm. Dung lượng lưu trữ cũng nhiều, có bản lề nâng lên khá mới mẻ, ai thấy máy cũng khen",4.0
60,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Màn hình full hd ips, độ sáng tương phản khá tốt. Trong tầm giá này thấy cũng vừa đủ",4.0
61,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),Làm đồ họa và render video khá ngon. Và thiết kế năng động trẻ trung hợp với sinh viên như mình,4.0
62,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Thiết kế tối giản, sang trọng dành cho ai thích mỏng nhẹ dễ mang theo công tác hay đi làm. Pin cũng được 4 tiếng, khá ổn",4.0
63,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"máy dòng phổ thông mà nhìn sang chảnh ghê. Bàn phím nâng lạ ghê, dùng ít nóng máy hơn nè",4.0
64,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),Xử lý tương đối ổn về đồ họa. Có hỗ trợ đèn bàn phím để dễ dàng làm việc tiện hơn vào khi ở những nơi thiếu sáng,4.0
65,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Trọng lượng máy cũng nhẹ, mang vác đi làm cũng thuận tiện. Màn hình to, chất lượng ảnh và độ nét cao, xem video khá thích",5.0
66,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Xem review em này đã thích rồi, mua về sài càng thích hơn. Viền mỏng cả 3 cạnh, màn hình to, lướt web mượt mà. Nói chung máy đẹp, sài bền",5.0
67,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Máy khởi động nhanh, mở khóa vân tay cực nhạy. Thiết kế nhìn chắc chắn và sang trọng",5.0
68,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Mới vừa mua tuần trước chứ mấy, pin sài khá ổn. Cấu hình mạnh, đáp ứng tốt nhu cầu làm việc nhập liệu của tôi",5.0
69,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Thích cái thiết kế của Asus S530 là ở màn hình viền mỏng 3 cạnh và được nâng lên một góc 3,5 Độ giúp góc nhìn được rộng hơn và tản nhiệt tốt hơn",5.0
70,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Asus S530 nhờ nâng lên một góc 3,5 độ nên tản nhiệt tốt và âm thanh cũng phát ra hay hơn",5.0
71,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Thích nhất cái thiết kế viền mỏng ba cạnh trên cái màn hình 15.6 inch nhìn gọn nhẹ như laptop 14"" inch vậy",5.0
72,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Asus vẫn luôn có xu hướng là mỏng nhẹ cho các dòng vivobook nhỉ. Asus s530 ra mắt vẫn theo xu hướng đó, chỉ mỏng 18 mm và nặng 1,4 kg",5.0
73,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"máy để làm văn phòng, đồ họa không chuyên chạy ổn, hiệu năng tốt. Hơn cả mong muốn dùng office, chơi game hay làm đồ họa.",5.0
74,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"Pin khá ổn khi sử dụng văn phòng mà không cần sạc đi sạc lại. Máy gọn nhẹ cho cảm giác sang trọng, tiện di chuyển liên tục",5.0
75,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"máy có card rời nên chiến được hầu hết game tầm trung, lời khuyên của mình là đổi sang ổ ssd dùng, sẽ mượt và nhanh hơn",5.0
76,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),"máy sử dụng rất mượt và không có hiện tượng giật lag, mình rất hài lòng vs sản phẩm này, xài một thời gian dài mà máy không thấy nóng gì cả",5.0
77,https://www.thegioididong.com/laptop/asus-s530ua-i5-8250u-4gb-16gb-1tb-win10-bq290t,Laptop Asus Vivobook S15 S530UA i5 8250U/4GB/1TB+16GB/Win10 (BQ290T),Nếu nâng cấp lên SSD sẽ nhanh hơn. Hiện tại hơi chậm tí. Nói chung thì máy sử dụng khá ổn với tầm giá.,5.0
