Link,Name,Comment,Rate
https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-3e-mau-den,Vòng tay thông minh Huawei Band 3e màu đen,"Vừa mua, thấy ok, pin trâu, đẹp, rẻ, mà có điều ko có ngày tháng, vs nhân viên ko hiểu biết về đồng hòi lúc tư vấn phải vừa xem clip... hơi tệ trong phục vụ",4
https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-3e-mau-den,Vòng tay thông minh Huawei Band 3e màu đen,"Lúc mở hộp bị rơi lăn lóc nhưng màn hình vẫn không xước,bể hay bị hỏng hóc gì cả . Mới mua nên cũng chưa biết chất lượng thế nào .",4
https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-3e-mau-den,Vòng tay thông minh Huawei Band 3e màu đen,"Tốt! Pin đúng công bố, 14 ngày, chống nước thì mình thử bằng cách cho vào chai pet, đổ đầy nước cho vào tủ lạnh đông đá chơi, vẫn vô tư. Rất hài lòng! Nhất cách phục vụ của NV TGDD!",4
https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-3e-mau-den,Vòng tay thông minh Huawei Band 3e màu đen,"Sản phẩm nhỏ, gọn, pin bền. Tiếc là không có lịch, nên cho 4* thôi. Nhân viên nhiệt tình.",4
https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-3e-mau-den,Vòng tay thông minh Huawei Band 3e màu đen,sản phẩn này đối với tôi nhận thấy là sản phẩm đạt chất lượng và công nghệ mới phù hợp với giai đoạn này,4
https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-3e-mau-den,Vòng tay thông minh Huawei Band 3e màu đen,Good ngon.pin max trâu.Tiếc là k có đo nhịp tim thôi.,4
https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-3e-mau-den,Vòng tay thông minh Huawei Band 3e màu đen,"thiết kế nhỏ gọn, các chức năng sử dụng tốt, màn hình hiện thị sắc nét. đo được nhịp tim, phù hợp với các hoạt động thể thao",4
https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-3e-mau-den,Vòng tay thông minh Huawei Band 3e màu đen,Máy htc one me của em không tải được huawei heath thì phải làm sao ạ . không có huawei heath sao dùng ạ,5
https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-3e-mau-den,Vòng tay thông minh Huawei Band 3e màu đen,Về cơ bản đo bước chân. Giấc ngủ. Nhịp tim khá chuẩn.Mình là người cẩn thận. Nên không muốn đồ điện tử tiếp xúc nhiều với nước. Mặc dù có khả năng chống nước. Mới mua. Tạm thời không phát sinh lỗi gì. Cảm biến mắt thi thoảng phải lắc mới hiện giờ. Ưu điểm. Thời trang. Mục đích sử dụng thiết thực. Tuy nhiên giá hơi mặn chút so với chức năng sử dụng của sản phẩm. Thanks.,5
https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-3e-mau-hong,Vòng tay thông minh Huawei Band 3e màu Hồng,"Lúc mình sạc pin màn hình bị sọc. Lần sau sạc thì không bị, mình mới mua 1 tháng. Giúp mình với.",4
https://www.thegioididong.com/dong-ho-thong-minh/samsung-gear-fit2-pro,Vòng đeo tay thông minh Samsung Gear Fit2 Pro,Đồng hồ thiết kế rất đẹp thông minh giúp theo dõi sức khỏe rất tiện lợi rất hài lòng về sản phẩm,3
https://www.thegioididong.com/dong-ho-thong-minh/samsung-gear-fit2-pro,Vòng đeo tay thông minh Samsung Gear Fit2 Pro,Sản phẩm quá tệ không đáng một sao nhưng tôi vẫn cho một sao. Chống nước 5ATM mà tôi đi bơi về bị hư luôn bảo hành hai lần rồi và vẫn bị tiếp,5
https://www.thegioididong.com/dong-ho-thong-minh/samsung-gear-fit2-pro,Vòng đeo tay thông minh Samsung Gear Fit2 Pro,"Mẫu mã đẹp, đeo vào rất chất, xài pin được tầm khoảng 2 ngày, chống nước khá tốt, tôi rất ưng ý",5
https://www.thegioididong.com/dong-ho-thong-minh/samsung-gear-fit2-pro,Vòng đeo tay thông minh Samsung Gear Fit2 Pro,Mua ngày 22/11/2018 20/12/18 bị hư cảm biến nhịp tim mới đổi cái khác 30 ngày miễn phí của tgdđ sau 1 tháng xài mình đánh giá về pin xai 2 ngày nếu để chế độ đồng hồ luôn hiển thị thì xài được 1 ngày . Về thông báo tin nhắn thì ok tiếng việt đầy đủ có thông báo cuộc gọi xài cũng ok nhưng sợ quá 30 ngày mà bị hư cảm biến nữa thì mệt hy vọng kg hư nữa,1
https://www.thegioididong.com/dong-ho-thong-minh/samsung-gear-fit2-pro,Vòng đeo tay thông minh Samsung Gear Fit2 Pro,"Sản phẩm rất tốt, sử dụng trong thể thao rất thích và rất gọn gàng, đo được số bước chân và sức khỏe. Cảm thấy rất ưng ý",5
https://www.thegioididong.com/dong-ho-thong-minh/samsung-gear-fit2-pro,Vòng đeo tay thông minh Samsung Gear Fit2 Pro,"sản phẩm nhìn khá bắt mắt, lượng pin lại có thể duy trì đc 2 3 ngày, khả năng chống nc cao đáng để sử dụng đây.",5
https://www.thegioididong.com/dong-ho-thong-minh/samsung-gear-fit2-pro,Vòng đeo tay thông minh Samsung Gear Fit2 Pro,"Sản phẩm mẫu ma đẹp,chất lượng ok,xài rất mượt mà,rất có lợi cho sức khỏe.se tiếp tục ủng hộ điện máy xanh",5
https://www.thegioididong.com/dong-ho-thong-minh/samsung-gear-fit2-pro,Vòng đeo tay thông minh Samsung Gear Fit2 Pro,"Mua đến nay gần 1 tháng rồi, rất đẹp xài mượt, chất lượng tốt, có điều pin hơi yếu phải sạc hằng ngày.",5
https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s4-gps-40mm-vien-nhom-mau-hong,Apple Watch S4 GPS 40mm Viền Nhôm dây cao su màu hồng (MU682VN/A),"Thiết kế đẹp, tinh tế có chống nước tiện lợi sp khá tuyệt vời nhân viên tư vấn nhiệt tình",5
https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s4-gps-40mm-vien-nhom-mau-hong,Apple Watch S4 GPS 40mm Viền Nhôm dây cao su màu hồng (MU682VN/A),"tôi rất thích, phong cách trẻ trung lịch lãm. phù hợp với số tiền. tiền nào của nấy. tốn tiền nhưng chất lượng tốt thì hơn rẻ mà mau hư.",5
https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s1-42mm,"Apple Watch S1, 42mm viền nhôm, dây cao su màu đen","Rất ok. Kiểu dáng đẹp chất lượng.mẫu mã hợp thời trang, phù hợp giới trẻ. Thời thượng",5
https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s1-42mm,"Apple Watch S1, 42mm viền nhôm, dây cao su màu đen","Mẫu mã đẹp, chất lượng tốt, nhân viên tư vấn Ok. Thực sự rất hài lòng về sự lựa chọn này",5
https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s1-42mm,"Apple Watch S1, 42mm viền nhôm, dây cao su màu đen","Sản phẩm garmin Tôi đã biết lừ lâu. Vì là dân yêu chạy nhảy và công nghệ. Nhưng mới sở hữu em garmin vivoartiver3 vài ngày thôi,nó đã cho Tôi cảm giác thật thoải mái khi tập luyện và mức độ chính xác của nó. Đầu tư cho sức khỏe thì ko có gì là mắc trong tầm giá 5tr8.",5
https://www.thegioididong.com/dong-ho-thong-minh/garmin-forerunner-235-den-xam,Đồng hồ thông minh Garmin Forerunner 235 Đen xám,Garmin là 1 thương hiệu uy tín và đã cho Tôi cảm giác mới lạ và rất hài lòng khi lựa chọn vivoartiver 3.máy nhẹ dây mềm sử dụng tiện lợi và chính xác.,5
https://www.thegioididong.com/dong-ho-thong-minh/garmin-vivoactive-3-den,Đồng hồ thông minh Garmin Vivoactive 3 Đen,"Kiểu dáng đẹp, nhìn sang. Dây cao su rất mềm, ôm tay . Máy nhẹ đeo lên như không có cảm giác cấn, nặng tay. Kho ứng dụng đa dạng. Rất hài lòng!",5
https://www.thegioididong.com/dong-ho-thong-minh/garmin-vivoactive-3-den,Đồng hồ thông minh Garmin Vivoactive 3 Đen,"Đẹp, kiểu dáng thể thao, pin bật bluetooth, nhịp tim 24/7 được 4.5 ngày. Đo khá chính xác, có huấn luyện viên cá nhân. Rất hài lòng về sản phẩm.",5
https://www.thegioididong.com/dong-ho-thong-minh/garmin-vivoactive-3-den,Đồng hồ thông minh Garmin Vivoactive 3 Đen,"Mua hôm 26/11/2018. Dùng đến sáng nay (13/12), ngủ dậy check giờ giấc ngủ. Mở lên màn hình lên thì mất màu dần rồi bị trắng xám sọc màn hình luôn. Máy vẩn do nhịp tin và kết nối với điện thoại được.",5
https://www.thegioididong.com/dong-ho-thong-minh/garmin-vivoactive-3-den,Đồng hồ thông minh Garmin Vivoactive 3 Đen,"Ổn! Lấy từ đầu chiều, up firmware xong là có thông báo tin nhắn từ ĐT luôn, nghịch ngợm đến tối đi 5% pin. So far so good. Đáng tiền. Vừa đặt thêm 2 cái dây đeo silicon từ AliExpress để thay mỗi khi tập thể dục 😁😁😁",5
https://www.thegioididong.com/dong-ho-thong-minh/fitbit-versa-den,Đồng hồ thông minh Fitbit Versa Đen,"Thiết kế đẹp, mỏng phù hợp với người tay to chút. Thời lượng pin sử dụng nửa tháng. Tuyệt vời",2
https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-gt,Đồng hồ thông minh Huawei Watch GT,Sản phẩm .Tốt đẹp pin trâu. Rất đáng mua. Nhân viên tư vấn rất nhiệt tình. Cảm ơn TGDD,5
https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-gt,Đồng hồ thông minh Huawei Watch GT,"Đồng hồ nhỏ gọn, đẹp vừa hợp túi tiền mà vẫn đầy đủ những gì mà chúng ta cần dù là không có tiếng Việt nhưng điều quan trọng là pin tốt màn hình rõ nét và màn hình có độ cảm ứng mượt mà cho thấy đây là một sản phẩm tốt cho người dùng và cuối cùng mình cũng phải nói đến tác phong và cách thức phục vụ của nhân viên tư vấn hỗ trợ rất tốt kể cả nhân viên Bảo vệ rất chu đáo. Mình rất thích",5
https://www.thegioididong.com/dong-ho-thong-minh/xiaomi-amazfit-bip-den,Đồng hồ thông minh Xiaomi Amazfit Bip Đen,Amazfit Bip sử dụng tốt pin xài ko sợ hết... càng ra nắng xem càng rõ.. 1tr8 vô đối với tầm giá này rồi.. nhân viên TDGD tư vấn rất kỹ.. TK,5
https://www.thegioididong.com/dong-ho-thong-minh/xiaomi-amazfit-bip-den,Đồng hồ thông minh Xiaomi Amazfit Bip Đen,"Sản phẩm đáp ứng đc tất cả các như cầu cơ bản về giờ giấc, thông báo cuộc gọi tin nhắn... Khoái nhất chức năng hiện thi liên tục. Đeo lên tay nhìn sang và khá đẹp, pin trâu. Vào google play download mặt đồng hồ về thay thoải mái",5
